Sale date,Receipt no,Ordertype name,Item name,Category name,Cost Price,Selling price,Item quantity,Item amount,Tax amount,Location
07/02/2020,BL40,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
07/02/2020,BL41,On Shop, Shirt - PE,Semi Formal,600,800,2,1600,0,Bangalore
07/02/2020,LN31,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Bangalore
07/02/2020,LN31,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
07/02/2020,LN32,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Hyderabad
07/02/2020,LN32,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Bangalore
07/02/2020,LN33,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Bangalore
07/02/2020,LN33,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
07/02/2020,LN34,On Shop, Shirt - PE,Semi Formal,600,800,2,1600,0,Bangalore
07/02/2020,LN35,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
07/02/2020,LN36,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
07/02/2020,LN37,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
07/02/2020,LN38,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
07/02/2020,LN39,On Shop, shirt,Formal,650,850,1,850,0,Chennai
07/02/2020,LN39,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
07/02/2020,LN39,On Shop, shirt,Formal,650,850,1,850,0,Bangalore
07/02/2020,LN39,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
07/02/2020,LN40,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
07/02/2020,LN40,On Shop, Shirt - Arrow,Formal,1000,1200,2,2400,0,Chennai
07/02/2020,LN40,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
07/02/2020,LN41,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Bangalore
07/02/2020,LN42,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
08/02/2020,LN43,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Chennai
07/02/2020,LN24,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
07/02/2020,LN25,On Shop, Jeans - Denim,Casual Wear,700,900,3,2700,0,Hyderabad
07/02/2020,LN26,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
07/02/2020,LN26,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
07/02/2020,LN27,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
07/02/2020,LN27,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
07/02/2020,LN27,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
07/02/2020,LN28,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
07/02/2020,LN29,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
08/02/2020,BL42,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Chennai
08/02/2020,BL42,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
08/02/2020,BL43,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
08/02/2020,BL44,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
08/02/2020,BL45,On Shop, Wallet,Accessories,700,900,1,900,0,Bangalore
08/02/2020,BL45,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
08/02/2020,BL45,On Shop, Wallet,Accessories,600,800,1,800,0,Bangalore
08/02/2020,BL45,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
08/02/2020,BL46,On Shop, Wallet,Accessories,600,800,1,800,0,Hyderabad
08/02/2020,BL46,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
08/02/2020,BL46,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Chennai
08/02/2020,BL46,On Shop, Wallet,Accessories,600,800,1,800,0,Hyderabad
08/02/2020,BL47,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
08/02/2020,BL47,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
08/02/2020,BL47,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
08/02/2020,BL47,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Bangalore
08/02/2020,BL47,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
08/02/2020,BL48,On Shop, Jeans - Levis,Casual Wear,900,1100,2,2200,0,Bangalore
08/02/2020,BL48,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
08/02/2020,BL49,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
08/02/2020,BL49,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
08/02/2020,BL49,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
08/02/2020,BL49,On Shop, Wallet,Accessories,700,900,1,900,0,Bangalore
08/02/2020,BL50,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Chennai
08/02/2020,BL50,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
08/02/2020,BL50,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
08/02/2020,BL50,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Hyderabad
08/02/2020,BL51,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
08/02/2020,BL51,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
08/02/2020,BL52,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
08/02/2020,BL52,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
08/02/2020,BL53,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
08/02/2020,BL53,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
08/02/2020,BL53,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
08/02/2020,BL53,On Shop, Wallet,Accessories,700,900,1,900,0,Hyderabad
08/02/2020,BL54,On Shop, Wallet,Accessories,600,800,1,800,0,Chennai
08/02/2020,BL54,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
08/02/2020,BL55,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
08/02/2020,BL56,On Shop, Wallet,Accessories,300,500,1,500,0,Hyderabad
08/02/2020,BL57,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
08/02/2020,BL58,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
08/02/2020,BL58,On Shop, Wallet,Accessories,300,500,1,500,0,Bangalore
08/02/2020,BL59,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
08/02/2020,BL59,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
08/02/2020,BL60,On Shop, Wallet,Accessories,300,500,1,500,0,Bangalore
08/02/2020,BL61,On Shop, Wallet,Accessories,300,500,1,500,0,Hyderabad
08/02/2020,BL62,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
08/02/2020,BL63,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
08/02/2020,BL64,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
08/02/2020,BL64,On Shop, shirt,Formal,650,850,1,850,0,Chennai
08/02/2020,BL65,On Shop, Wallet,Accessories,300,500,1,500,0,Bangalore
08/02/2020,BL65,On Shop, Wallet,Accessories,300,500,1,500,0,Chennai
08/02/2020,BL66,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
08/02/2020,BL66,On Shop, Wallet,Accessories,300,500,1,500,0,Chennai
08/02/2020,BL66,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Bangalore
08/02/2020,BL67,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
08/02/2020,BL68,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
08/02/2020,BL68,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
08/02/2020,BL69,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
08/02/2020,BL69,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
08/02/2020,BL70,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
08/02/2020,BL70,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
08/02/2020,BL70,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
08/02/2020,BL71,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
08/02/2020,BL71,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
08/02/2020,BL72,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
08/02/2020,BL73,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
08/02/2020,BL74,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
08/02/2020,BL74,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
08/02/2020,BL74,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
08/02/2020,BL75,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
08/02/2020,BL75,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
08/02/2020,BL75,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
08/02/2020,BL76,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
08/02/2020,BL76,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
09/02/2020,BL77,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/02/2020,BL78,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
09/02/2020,BL79,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
09/02/2020,BL79,On Shop, shirt,Formal,650,850,1,850,0,Chennai
09/02/2020,BL80,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
09/02/2020,BL80,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/02/2020,BL81,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
09/02/2020,BL81,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
09/02/2020,BL82,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/02/2020,BL83,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Hyderabad
09/02/2020,BL83,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
09/02/2020,BL83,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
09/02/2020,BL83,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
09/02/2020,BL84,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
09/02/2020,BL85,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/02/2020,BL85,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
09/02/2020,BL86,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
09/02/2020,BL86,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
09/02/2020,BL87,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
09/02/2020,BL88,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/02/2020,BL89,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
09/02/2020,BL90,On Shop, Jeans - Levis,Casual Wear,900,1100,2,2200,0,Hyderabad
09/02/2020,BL91,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
09/02/2020,BL92,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
09/02/2020,BL93,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
09/02/2020,BL94,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/02/2020,BL94,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/02/2020,BL94,On Shop, Chain,Accessories,400,600,1,600,0,Hyderabad
09/02/2020,BL94,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/02/2020,BL94,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
09/02/2020,BL94,On Shop, Chain,Accessories,400,600,2,1200,0,Bangalore
09/02/2020,BL94,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
09/02/2020,BL94,On Shop, Jeans - Levis,Casual Wear,900,1100,3,3300,0,Chennai
09/02/2020,BL95,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
09/02/2020,BL95,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
09/02/2020,BL95,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Bangalore
09/02/2020,BL95,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Bangalore
09/02/2020,BL95,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
09/02/2020,BL95,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/02/2020,BL95,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
09/02/2020,BL96,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
09/02/2020,BL97,On Shop, Wallet,Accessories,700,900,1,900,0,Bangalore
09/02/2020,BL97,On Shop, Wallet,Accessories,300,500,1,500,0,Bangalore
09/02/2020,BL98,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Bangalore
09/02/2020,BL98,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
09/02/2020,BL98,On Shop, Jeans - Denim,Casual Wear,700,900,2,1800,0,Hyderabad
09/02/2020,BL99,On Shop, shirt,Formal,650,850,1,850,0,Chennai
09/02/2020,BL99,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Bangalore
09/02/2020,BL100,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
09/02/2020,BL100,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
10/02/2020,BL101,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
10/02/2020,BL101,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
10/02/2020,BL102,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
10/02/2020,BL102,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
10/02/2020,BL103,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
10/02/2020,BL104,On Shop, shirt,Formal,650,850,1,850,0,Bangalore
10/02/2020,BL105,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
10/02/2020,BL106,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
10/02/2020,BL106,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
10/02/2020,BL106,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
10/02/2020,BL106,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
10/02/2020,BL107,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
10/02/2020,BL107,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
10/02/2020,BL107,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
10/02/2020,BL108,On Shop, Chain,Accessories,400,600,1,600,0,Hyderabad
10/02/2020,BL108,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
10/02/2020,BL108,On Shop, Wallet,Accessories,300,500,1,500,0,Hyderabad
10/02/2020,BL109,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
10/02/2020,BL110,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
10/02/2020,BL110,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
10/02/2020,BL110,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
10/02/2020,BL110,On Shop, Wallet,Accessories,300,500,1,500,0,Bangalore
10/02/2020,BL110,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
10/02/2020,BL110,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
10/02/2020,BL110,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
10/02/2020,BL111,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
10/02/2020,BL111,On Shop, Wallet,Accessories,300,500,1,500,0,Chennai
10/02/2020,BL111,On Shop, Jeans - Levis,Casual Wear,900,1100,2,2200,0,Chennai
10/02/2020,BL112,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
10/02/2020,BL113,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Chennai
10/02/2020,BL114,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
10/02/2020,BL114,On Shop, Chain,Accessories,400,600,1,600,0,Chennai
10/02/2020,BL114,On Shop, Jeans - Levis,Casual Wear,900,1100,2,2200,0,Chennai
08/01/2020,BL76,On Shop, Chain,Accessories,400,600,1,600,0,Chennai
08/01/2020,BL76,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
09/01/2020,BL77,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
09/01/2020,BL78,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
09/01/2020,BL79,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
09/01/2020,BL79,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
09/01/2020,BL80,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
09/01/2020,BL80,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/01/2020,BL81,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
09/01/2020,BL81,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Hyderabad
09/01/2020,BL82,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
09/01/2020,BL83,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Bangalore
09/01/2020,BL83,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/01/2020,BL83,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
09/01/2020,BL83,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
09/01/2020,BL84,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
09/01/2020,BL85,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
09/01/2020,BL85,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Chennai
09/01/2020,BL86,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
09/01/2020,BL86,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/01/2020,BL87,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
09/01/2020,BL88,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/01/2020,BL89,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
09/01/2020,BL90,On Shop, Jeans - Levis,Casual Wear,900,1100,2,2200,0,Bangalore
09/01/2020,BL91,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
09/01/2020,BL92,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
09/01/2020,BL93,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
09/01/2020,BL94,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/01/2020,BL94,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
09/01/2020,BL94,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
09/01/2020,BL94,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
09/01/2020,BL94,On Shop, Chain,Accessories,400,600,1,600,0,Hyderabad
09/01/2020,BL94,On Shop, Chain,Accessories,400,600,2,1200,0,Hyderabad
09/01/2020,BL94,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
09/01/2020,BL94,On Shop, Jeans - Levis,Casual Wear,900,1100,3,3300,0,Hyderabad
09/01/2020,BL95,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
09/01/2020,BL95,On Shop, shirt,Formal,650,850,1,850,0,Chennai
09/01/2020,BL95,On Shop, Shirt - Arrow,Formal,1000,1200,1,1200,0,Hyderabad
09/01/2020,BL95,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
09/01/2020,BL95,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
09/01/2020,BL95,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
09/01/2020,BL95,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
09/01/2020,BL96,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
09/01/2020,BL97,On Shop, Wallet,Accessories,700,900,1,900,0,Hyderabad
09/01/2020,BL97,On Shop, Wallet,Accessories,300,500,1,500,0,Chennai
09/01/2020,BL98,On Shop, Jeans - Lega,Casual Wear,800,1000,1,1000,0,Bangalore
09/01/2020,BL98,On Shop, Chain,Accessories,400,600,1,600,0,Bangalore
09/01/2020,BL98,On Shop, Jeans - Denim,Casual Wear,700,900,2,1800,0,Hyderabad
09/01/2020,BL99,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
09/01/2020,BL99,On Shop, Shirt - PE,Semi Formal,600,800,1,800,0,Hyderabad
09/01/2020,BL100,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
09/01/2020,BL100,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
10/01/2020,BL101,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
10/01/2020,BL101,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
10/01/2020,BL102,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
10/01/2020,BL102,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Hyderabad
10/01/2020,BL103,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
10/01/2020,BL104,On Shop, shirt,Formal,650,850,1,850,0,Chennai
10/01/2020,BL105,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
10/01/2020,BL106,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Chennai
10/01/2020,BL106,Online Order, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
10/01/2020,BL106,Online Order, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
10/01/2020,BL106,Online Order, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
10/01/2020,BL107,Online Order, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
10/01/2020,BL107,Online Order, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
10/01/2020,BL107,Online Order, Shirt - Arrow,Formal,1000,1200,1,1200,0,Chennai
10/01/2020,BL108,Online Order, Chain,Accessories,400,600,1,600,0,Hyderabad
10/01/2020,BL108,Online Order, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
10/01/2020,BL108,Online Order, Wallet,Accessories,300,500,1,500,0,Chennai
10/01/2020,BL109,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
10/01/2020,BL110,On Shop, shirt,Formal,650,850,1,850,0,Hyderabad
10/01/2020,BL110,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
10/01/2020,BL110,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
10/01/2020,BL110,On Shop, Wallet,Accessories,300,500,1,500,0,Hyderabad
10/01/2020,BL110,On Shop, T-shirt,Semi Formal,400,600,1,600,0,Bangalore
06/03/2019,BL11,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
06/03/2019,BL11,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
06/03/2019,BL12,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
06/03/2019,BL12,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
06/03/2019,BL12,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
06/03/2019,BL12,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
06/03/2019,BL13,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
06/03/2019,BL13,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
06/03/2019,BL13,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,BL13,Online Order, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,BL13,Online Order, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,BL14,Online Order, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,BL14,Online Order, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
06/03/2019,BL14,Online Order, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
06/03/2019,BL15,Online Order, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,BL15,Online Order, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Bangalore
06/03/2019,BL16,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,BL16,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,BL16,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
06/03/2019,LN5,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
06/03/2019,LN5,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Chennai
06/03/2019,LN5,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,LN6,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,LN7,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,LN7,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
06/03/2019,LN7,On Shop, Jeans - Levis,Casual Wear,900,1100,1,1100,0,Hyderabad
06/03/2019,LN8,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Hyderabad
06/03/2019,LN9,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,LN10,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Chennai
06/03/2019,LN10,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,LN11,On Shop, Jeans - Zara,Casual Wear,700,900,1,900,0,Bangalore
06/03/2019,LN12,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Hyderabad
06/03/2019,LN12,On Shop, Jeans - Denim,Casual Wear,700,900,1,900,0,Bangalore
