model,year,price,transmission,mileage,tax,mpg,engineSize,fuelType
 Q7,2019,48206,Automatic,8238,145,32.8,3,Diesel
 A6,2019,44990,Semi-Auto,2200,145,37.7,3,Diesel
 Q5,2019,32732,Semi-Auto,7612,145,38.2,2,Diesel
 Q2,2019,20594,Manual,9160,145,49.6,1.6,Diesel
 A4,2016,15472,Manual,51109,30,67.3,2,Diesel
 A4,2017,18990,Semi-Auto,30417,30,62.8,2,Diesel
 Q3,2018,25572,Semi-Auto,17953,145,40.4,2,Petrol
 A6,2017,18082,Semi-Auto,25143,145,67.3,2,Diesel
 A5,2017,29582,Semi-Auto,20320,145,37.7,3,Petrol
 Q3,2020,26890,Manual,2574,145,40.9,1.5,Petrol
 Q3,2020,27690,Manual,3962,145,42.8,2,Diesel
 A1,2016,15052,Semi-Auto,26041,30,56.5,1.4,Petrol
 Q2,2017,18242,Manual,44551,125,50.4,1.4,Petrol
 RS4,2018,52422,Semi-Auto,23249,145,32.1,2.9,Petrol
 Q3,2016,16890,Manual,44000,30,60.1,2,Diesel
 A1,2016,19512,Manual,18270,235,39.8,2,Petrol
 Q5,2019,34026,Semi-Auto,6756,145,38.2,2,Diesel
 Q5,2020,36890,Semi-Auto,3895,145,38.2,2,Diesel
 A6,2019,31880,Automatic,7050,145,47.1,2,Diesel
 Q3,2020,27690,Manual,990,145,42.8,2,Diesel
 A7,2020,45890,Semi-Auto,2410,145,38.7,3,Diesel
 A5,2017,21952,Semi-Auto,7696,30,67.3,2,Diesel
 Q2,2017,18552,Semi-Auto,26500,145,54.3,1.4,Petrol
 Q5,2017,35422,Automatic,42683,145,34,3,Petrol
 Q3,2018,23690,Semi-Auto,29933,145,40.4,2,Petrol
 A5,2019,25510,Automatic,12668,145,51.4,2,Diesel
 Q7,2018,63912,Automatic,22393,145,37.2,4,Diesel
 A5,2020,31690,Semi-Auto,3360,145,50.4,2,Diesel
 Q3,2014,15490,Manual,49268,235,38.7,2,Petrol
 A1,2015,10552,Manual,39000,30,55.4,1.4,Petrol
 TT,2016,17690,Manual,22164,160,46.3,2,Petrol
 A4,2016,16498,Semi-Auto,41529,30,65.7,2,Diesel
 A4,2019,29920,Semi-Auto,5664,145,35.8,2,Petrol
 Q7,2020,56894,Semi-Auto,582,145,33.2,3,Diesel
 Q2,2019,21294,Semi-Auto,11113,145,47.9,1.6,Diesel
 Q8,2019,51862,Automatic,11464,145,33.6,3,Diesel
 Q5,2016,23912,Semi-Auto,33500,200,45.6,3,Diesel
 A1,2018,11872,Manual,35742,145,76.4,1.6,Diesel
 Q3,2019,28676,Automatic,2788,145,38.2,1.5,Petrol
 Q5,2016,23142,Semi-Auto,27041,200,47.1,2,Diesel
 Q5,2020,34890,Automatic,4521,145,38.2,2,Diesel
 Q3,2016,20000,Semi-Auto,20160,160,50.4,2,Diesel
 A6,2018,22995,Semi-Auto,15866,145,61.4,2,Diesel
 A3,2016,13298,Manual,25244,20,60.1,1,Petrol
 Q5,2016,29172,Semi-Auto,25097,235,42.8,3,Diesel
 A3,2018,19261,Manual,30930,150,54.3,1.5,Petrol
 A4,2016,14242,Manual,14900,125,53.3,1.4,Petrol
 Q7,2019,43946,Automatic,10386,145,32.8,3,Diesel
 A4,2017,14788,Manual,54983,145,74.3,2,Diesel
 A1,2016,14959,Semi-Auto,13282,30,56.5,1.4,Petrol
 Q3,2017,17259,Manual,19297,145,51.4,1.4,Petrol
 A6,2017,23890,Semi-Auto,41000,145,54.3,3,Diesel
 Q2,2019,31490,Semi-Auto,2100,145,31.4,2,Petrol
 Q3,2018,22941,Semi-Auto,6000,145,53.3,2,Diesel
 A1,2015,12762,Manual,28418,30,58.9,1.4,Petrol
 Q7,2016,31390,Semi-Auto,31224,205,47.9,3,Diesel
 TT,2019,29562,Semi-Auto,3827,150,40.9,2,Petrol
 A1,2017,14180,Manual,23052,150,76.3,1.6,Diesel
 A3,2015,9442,Manual,69431,0,74.3,1.6,Diesel
 A4,2018,17990,Manual,14893,145,50.4,1.4,Petrol
 A3,2017,18698,Manual,8763,30,60.1,1.4,Petrol
 Q7,2018,61900,Semi-Auto,19227,145,37.2,4,Diesel
 A8,2018,38750,Semi-Auto,11000,145,48.7,3,Diesel
 A4,2018,18688,Semi-Auto,43525,145,50.4,2,Petrol
 A7,2015,21488,Semi-Auto,34995,165,52.3,3,Diesel
 A1,2015,10490,Manual,55201,0,80.7,1.6,Diesel
 A1,2015,11995,Manual,26000,0,67.3,1,Petrol
 A4,2019,27695,Semi-Auto,1666,145,47.9,2,Diesel
 Q3,2019,25636,Semi-Auto,15571,145,48.7,2,Diesel
 Q7,2017,37332,Semi-Auto,9011,145,47.9,3,Diesel
 Q7,2019,65290,Semi-Auto,9740,145,30.1,4,Diesel
 A4,2013,11341,Manual,73032,150,55.4,2,Diesel
 A1,2017,11990,Manual,24587,150,67.3,1,Petrol
 A1,2016,9980,Manual,30394,0,67.3,1,Petrol
 A3,2017,23890,Semi-Auto,25988,150,44.1,2,Petrol
 A3,2014,13995,Manual,22800,30,55.4,1.4,Petrol
 Q2,2016,20995,Semi-Auto,29491,125,51.4,1.4,Petrol
 A1,2016,14895,Manual,17344,30,56.5,1.4,Petrol
 TT,2015,13995,Manual,39000,20,67.3,2,Diesel
 A1,2016,12650,Manual,20193,30,55.4,1.4,Petrol
 A6,2015,24991,Semi-Auto,53584,325,30.7,4,Petrol
 A5,2017,19456,Manual,19992,145,65.7,2,Diesel
 Q7,2015,22782,Automatic,55559,300,38.2,3,Diesel
 A4,2017,18762,Semi-Auto,15440,30,55.4,2,Petrol
 A3,2017,18690,Manual,19543,30,58.9,1.4,Petrol
 A3,2019,28566,Semi-Auto,8564,145,34.9,2,Petrol
 A3,2019,18160,Semi-Auto,11558,145,52.3,1.6,Diesel
 Q2,2019,18380,Manual,12140,145,47.9,1.6,Diesel
 A4,2019,24720,Semi-Auto,20300,145,50.4,2,Diesel
 A3,2017,18990,Manual,12199,145,67.3,2,Diesel
 TT,2015,17490,Semi-Auto,31086,205,42.8,2,Petrol
 A1,2017,12999,Manual,24015,30,58.9,1.4,Petrol
 Q5,2016,19990,Semi-Auto,37505,205,47.1,2,Diesel
 A5,2019,31600,Automatic,12844,145,48.7,2,Diesel
 A3,2019,32890,Semi-Auto,3653,145,33.2,2,Petrol
 A8,2020,48490,Semi-Auto,1354,145,39.2,3,Diesel
 A5,2020,27890,Semi-Auto,3532,145,51.4,2,Diesel
 Q2,2019,25490,Semi-Auto,4757,145,47.9,2,Diesel
 A4,2019,26980,Automatic,7396,145,47.1,2,Diesel
 Q2,2017,20479,Semi-Auto,10894,145,52.3,1.4,Petrol
 Q8,2018,56990,Semi-Auto,18782,145,32.8,3,Diesel
 Q3,2015,14490,Semi-Auto,57800,145,54.3,2,Diesel
 A1,2017,11490,Manual,14960,145,57.6,1.4,Petrol
 A5,2018,29990,Semi-Auto,7479,145,36.7,3,Petrol
 Q2,2019,22490,Manual,8752,145,39.2,1.5,Petrol
 A7,2019,31990,Semi-Auto,13502,150,47.1,2,Diesel
 A5,2018,20391,Semi-Auto,17929,145,70.6,2,Diesel
 A1,2017,12260,Manual,13840,145,67.3,1,Petrol
 A1,2014,9720,Manual,62871,20,60.1,1.4,Petrol
 Q3,2017,20998,Semi-Auto,9997,145,47.9,1.4,Petrol
 Q3,2016,16798,Manual,31516,145,55.4,2,Diesel
 Q3,2016,17798,Semi-Auto,29777,145,47.9,1.4,Petrol
 Q2,2017,20495,Semi-Auto,10000,145,58.9,2,Diesel
 A3,2017,19995,Manual,12000,145,58.9,1.4,Petrol
 Q5,2018,37995,Semi-Auto,23500,145,34,3,Petrol
 A3,2015,15498,Manual,20346,30,57.6,1.4,Petrol
 Q3,2017,18998,Semi-Auto,9347,145,47.9,1.4,Petrol
 RS4,2019,55495,Semi-Auto,9000,150,29.1,2.9,Petrol
 A1,2016,11107,Manual,15716,30,57.6,1.4,Petrol
 A5,2013,9691,Manual,80931,30,64.2,2,Diesel
 A3,2015,11211,Manual,26200,20,68.9,2,Diesel
 A1,2016,13699,Manual,19749,30,55.4,1.4,Petrol
 Q5,2015,18998,Semi-Auto,43979,200,47.1,2,Diesel
 A7,2016,19698,Semi-Auto,40809,125,61.4,3,Diesel
 A4,2019,18998,Manual,5790,145,41.5,2,Petrol
 Q3,2017,15995,Manual,32500,30,61.4,2,Diesel
 Q3,2017,17649,Manual,33600,145,61.4,2,Diesel
 A4,2018,18500,Manual,15091,145,52.3,1.4,Petrol
 A4,2018,31500,Semi-Auto,16600,145,38.7,3,Petrol
 Q7,2019,48500,Semi-Auto,1980,145,32.8,3,Diesel
 A6,2019,28750,Automatic,5500,145,50.4,2,Diesel
 Q7,2019,46500,Semi-Auto,18200,145,32.8,3,Diesel
 Q3,2016,19298,Semi-Auto,16021,160,50.4,2,Diesel
 Q3,2017,19998,Manual,12891,145,49.6,1.4,Petrol
 Q3,2016,19298,Manual,10146,145,52.3,2,Diesel
 A1,2013,7598,Manual,81012,20,68.9,2,Diesel
 A3,2016,14298,Manual,29203,30,58.9,1.4,Petrol
 A1,2016,14998,Semi-Auto,19687,30,70.6,1.4,Petrol
 A4,2017,14980,Manual,30000,145,50.4,2,Petrol
 A1,2016,18120,Manual,7433,200,40.4,2,Petrol
 A6,2016,15998,Semi-Auto,43151,20,64.2,2,Diesel
 A4,2016,17495,Automatic,21132,0,72.4,2,Diesel
 A3,2015,12495,Manual,20258,0,83.1,1.6,Diesel
 A1,2015,11995,Manual,39854,0,80.7,1.6,Diesel
 A3,2015,11995,Manual,25959,20,70.6,1.6,Diesel
 Q3,2015,17495,Manual,30224,125,60.1,2,Diesel
 A4,2016,15995,Manual,19912,145,51.4,1.4,Petrol
 A4,2019,23350,Manual,6936,145,39.2,2,Petrol
 A3,2016,19771,Semi-Auto,17157,125,48.7,2,Petrol
 Q8,2019,50786,Automatic,4278,145,33.6,3,Diesel
 A1,2013,8999,Semi-Auto,49447,125,53.3,1.4,Petrol
 A1,2016,11510,Manual,25277,30,55.4,1.4,Petrol
 A6,2016,18900,Manual,37848,30,61.4,2,Diesel
 A4,2017,18295,Manual,11784,145,74.3,2,Diesel
 A3,2015,15995,Semi-Auto,49487,125,57.6,2,Diesel
 A3,2014,9690,Manual,25854,30,57.6,1.2,Petrol
 A3,2019,30796,Semi-Auto,6806,145,34.9,2,Petrol
 A5,2019,25016,Automatic,14,145,70.6,2,Diesel
 A4,2019,24436,Manual,2416,145,38.7,2,Petrol
 A3,2019,22230,Semi-Auto,16161,145,52.3,1.6,Diesel
 A4,2016,16792,Semi-Auto,26301,20,70.6,2,Diesel
 Q2,2019,23991,Semi-Auto,9256,145,46.3,1.6,Diesel
 Q7,2019,44212,Semi-Auto,6000,145,33.2,3,Diesel
 A4,2015,11995,Manual,50811,20,67.3,2,Diesel
 Q3,2016,19495,Semi-Auto,31959,160,50.4,2,Diesel
 Q7,2013,17650,Semi-Auto,56000,300,38.2,3,Diesel
 Q3,2013,9649,Manual,70000,145,54.3,2,Diesel
 Q3,2016,17940,Manual,12683,125,51.4,1.4,Petrol
 A6,2016,16997,Manual,28197,30,61.4,2,Diesel
 Q2,2017,20620,Manual,11340,145,50.4,1.4,Petrol
 A6,2015,14500,Semi-Auto,57192,145,55.4,3,Diesel
 Q2,2017,15991,Manual,6287,150,55.4,1,Petrol
 A3,2015,12230,Manual,55200,20,68.9,2,Diesel
 A4,2016,14899,Manual,28555,20,70.6,2,Diesel
 A1,2019,19471,Semi-Auto,4150,150,47.9,1,Petrol
 A3,2018,20971,Semi-Auto,22604,145,56.5,1.5,Petrol
 Q2,2017,20671,Semi-Auto,22791,145,52.3,1.4,Petrol
 A3,2018,17971,Semi-Auto,11532,145,56.5,1.5,Petrol
 A4,2018,18995,Semi-Auto,18696,145,50.4,1.4,Petrol
 A4,2016,13450,Manual,55000,30,64.2,2,Diesel
 A3,2015,9750,Manual,25500,20,68.9,2,Diesel
 Q5,2015,17250,Semi-Auto,56000,205,47.1,2,Diesel
 A1,2013,8995,Manual,68000,0,74.3,1.6,Diesel
 A5,2016,17250,Semi-Auto,28000,125,58.9,2,Diesel
 Q3,2017,16671,Manual,20482,30,62.8,2,Diesel
 Q2,2017,18481,Manual,36391,145,50.4,1.4,Petrol
 A8,2018,39881,Semi-Auto,6173,145,40.4,3,Diesel
 Q2,2019,26132,Semi-Auto,5713,145,44.8,1.6,Diesel
 Q2,2019,26302,Semi-Auto,3356,145,44.8,1.6,Diesel
 A1,2015,12881,Manual,34188,30,55.4,1.4,Petrol
 A4,2016,22990,Semi-Auto,30294,125,60.1,3,Diesel
 A4,2016,15290,Semi-Auto,36157,20,72.4,2,Diesel
 A3,2016,21490,Semi-Auto,44601,200,40.9,2,Petrol
 Q5,2016,28881,Semi-Auto,26832,235,42.8,3,Diesel
 Q5,2017,22971,Manual,18926,200,47.9,2,Diesel
 A3,2019,22382,Manual,4352,145,51.4,1.6,Diesel
 A6,2016,20192,Semi-Auto,24831,30,61.4,2,Diesel
 Q8,2019,51991,Semi-Auto,9089,145,33.6,3,Diesel
 Q3,2016,15991,Manual,33112,30,60.1,2,Diesel
 A6,2016,22990,Semi-Auto,66506,235,43.5,3,Diesel
 A1,2015,10590,Manual,20828,30,57.6,1.4,Petrol
 A6,2017,26490,Semi-Auto,27379,200,45.6,3,Diesel
 Q5,2014,18962,Semi-Auto,43888,235,44.1,3,Diesel
 A3,2016,15990,Semi-Auto,17868,30,58.9,1.4,Petrol
 A4,2015,11120,Manual,69130,0,74.3,2,Diesel
 A3,2016,23482,Semi-Auto,22499,160,43.5,2,Petrol
 A6,2016,20481,Semi-Auto,11540,30,61.4,2,Diesel
 A4,2018,18992,Manual,19677,145,51.4,1.4,Petrol
 A4,2017,19632,Semi-Auto,25593,145,67.3,2,Diesel
 Q2,2017,17132,Manual,15268,125,52.3,1.4,Petrol
 Q5,2016,21571,Semi-Auto,44929,200,47.1,2,Diesel
 Q7,2019,47816,Semi-Auto,14915,145,32.8,3,Diesel
 A5,2017,21481,Semi-Auto,11070,145,67.3,2,Diesel
 A4,2017,17012,Manual,38810,30,67.3,2,Diesel
 A4,2018,23132,Semi-Auto,15475,145,50.4,2,Petrol
 Q3,2017,26062,Semi-Auto,10504,145,40.4,2,Petrol
 A4,2016,16862,Manual,35706,125,49.6,2,Petrol
 A1,2018,15749,Semi-Auto,31846,150,56.5,1.4,Petrol
 A1,2019,21989,Semi-Auto,6734,150,40.4,2,Petrol
 A6,2016,19280,Semi-Auto,21699,30,61.4,2,Diesel
 Q3,2016,18202,Manual,14779,145,49.6,1.4,Petrol
 Q3,2018,23252,Semi-Auto,18865,145,47.9,1.4,Petrol
 TT,2016,21241,Semi-Auto,19411,160,43.5,2,Petrol
 A3,2017,19310,Semi-Auto,12272,145,56.5,1.4,Petrol
 A4,2016,13110,Semi-Auto,51124,0,72.4,2,Diesel
 A1,2017,11000,Manual,28691,145,67.3,1,Petrol
 A6,2017,18995,Semi-Auto,28828,145,64.2,2,Diesel
 A3,2019,23995,Semi-Auto,15425,145,42.2,1.5,Petrol
 A1,2016,10870,Manual,18679,30,57.6,1.4,Petrol
 A4,2014,12470,Manual,40276,30,62.8,2,Diesel
 Q5,2017,24000,Semi-Auto,21634,145,55.4,2,Diesel
 A8,2019,41606,Automatic,2117,145,40.4,3,Diesel
 A5,2019,24260,Semi-Auto,9026,145,40.4,2,Petrol
 A1,2017,13982,Manual,27079,30,55.4,1.4,Petrol
 A5,2020,28990,Semi-Auto,2640,145,37.7,2,Petrol
 A3,2017,16991,Manual,44180,30,58.9,1.4,Petrol
 Q2,2019,22276,Automatic,5209,145,42.8,1.5,Petrol
 A5,2019,33560,Automatic,8909,145,44.8,2,Diesel
 A6,2019,37800,Automatic,5004,145,34,2,Petrol
 A6,2019,32326,Automatic,3866,145,39.2,3,Diesel
 A5,2020,31760,Semi-Auto,3092,145,50.4,2,Diesel
 Q3,2019,25946,Semi-Auto,12186,145,48.7,2,Diesel
 A1,2017,11771,Manual,46096,145,67.3,1,Petrol
 A5,2020,29490,Semi-Auto,1703,145,51.4,2,Diesel
 Q5,2020,38990,Semi-Auto,2240,145,38.2,2,Diesel
 A5,2020,32990,Semi-Auto,1884,145,50.4,2,Diesel
 A1,2020,24990,Semi-Auto,883,145,44.1,1,Petrol
 A4,2020,43990,Semi-Auto,4250,145,40.4,3,Diesel
 A3,2019,21656,Manual,10065,145,47.1,1,Petrol
 A5,2019,25490,Semi-Auto,3145,145,39.8,2,Petrol
 Q2,2019,21355,Manual,3653,145,49.6,1.6,Diesel
 A1,2019,22365,Semi-Auto,3774,145,40.9,2,Petrol
 A4,2015,15432,Semi-Auto,20385,125,56.5,2,Diesel
 A3,2016,12771,Semi-Auto,52226,20,60.1,1.4,Petrol
 A5,2018,28471,Semi-Auto,29683,150,36.7,3,Petrol
 A5,2013,9995,Semi-Auto,75900,125,58.9,2,Diesel
 A5,2014,14810,Semi-Auto,55800,125,58.9,2,Diesel
 A3,2014,10582,Manual,24055,20,68.9,2,Diesel
 A3,2016,13252,Manual,44077,125,52.3,1.4,Petrol
 TT,2016,16000,Manual,22000,30,62.8,2,Diesel
 A1,2015,11800,Manual,20518,0,80.7,1.6,Diesel
 A3,2019,26184,Semi-Auto,9316,145,38.2,2,Petrol
 A4,2019,27640,Automatic,7188,145,38.2,2,Petrol
 A4,2019,44300,Semi-Auto,5956,145,39.8,3,Diesel
 A1,2019,22165,Semi-Auto,6009,145,40.9,2,Petrol
 A5,2016,17322,Manual,52405,160,53.3,2,Diesel
 Q5,2016,20771,Manual,24490,200,47.9,2,Diesel
 Q3,2019,26676,Manual,3125,145,40.9,1.5,Petrol
 A7,2015,20981,Semi-Auto,44230,160,52.3,3,Diesel
 A3,2016,16492,Manual,25556,30,57.6,1.4,Petrol
 Q2,2019,19926,Manual,4383,145,47.1,1,Petrol
 Q3,2019,28770,Manual,6389,145,42.8,2,Diesel
 A4,2019,28160,Automatic,6146,145,38.2,2,Petrol
 TT,2015,16406,Semi-Auto,12123,160,44.8,2,Petrol
 Q5,2019,34376,Semi-Auto,5150,145,38.2,2,Diesel
 A1,2019,22476,Semi-Auto,2536,145,40.9,2,Petrol
 A3,2019,24695,Semi-Auto,4891,145,51.4,2,Diesel
 Q5,2019,32195,Semi-Auto,5891,145,39.2,2,Diesel
 Q2,2019,24526,Manual,5496,145,46.3,1.6,Diesel
 A1,2015,13942,Manual,19516,30,58.9,1.4,Petrol
 Q3,2016,16962,Semi-Auto,49237,145,47.9,1.4,Petrol
 A4,2016,15082,Automatic,29273,0,72.4,2,Diesel
 A6,2016,16402,Manual,38272,30,64.2,2,Diesel
 A3,2013,8971,Manual,65140,20,67.3,2,Diesel
 TT,2017,18781,Manual,18892,150,46.3,2,Petrol
 A3,2017,23671,Semi-Auto,24260,150,43.5,2,Petrol
 Q2,2017,18771,Manual,15888,150,52.3,1.4,Petrol
 Q7,2016,28371,Semi-Auto,61411,205,47.9,3,Diesel
 RS5,2019,54883,Automatic,9771,145,29.7,2.9,Petrol
 A5,2019,28610,Automatic,8765,145,37.7,2,Petrol
 RS5,2019,55292,Automatic,4009,145,29.7,2.9,Petrol
 A5,2017,22146,Semi-Auto,13606,145,61.4,3,Diesel
 A1,2018,14481,Manual,20280,145,67.3,1,Petrol
 Q2,2019,24164,Semi-Auto,2869,145,46.3,1.6,Diesel
 A3,2019,29256,Semi-Auto,7825,145,34.9,2,Petrol
 Q5,2019,32956,Automatic,5456,145,38.2,2,Diesel
 Q5,2015,26276,Automatic,46085,235,42.2,3,Diesel
 Q8,2019,48642,Automatic,10521,145,33.6,3,Diesel
 Q7,2019,43475,Automatic,8422,145,33.2,3,Diesel
 A1,2016,12672,Manual,19135,30,55.4,1.4,Petrol
 A3,2020,22777,Manual,1276,145,52.3,1.6,Diesel
 A4,2019,36610,Automatic,6995,145,44.1,2,Diesel
 A4,2017,18772,Manual,17503,145,51.4,1.4,Petrol
 Q3,2014,15322,Manual,38322,145,47.9,1.4,Petrol
 A3,2020,30777,Semi-Auto,3925,145,44.1,1.5,Petrol
 A4,2016,17702,Manual,22478,30,67.3,2,Diesel
 Q7,2016,31652,Semi-Auto,33481,200,47.9,3,Diesel
 TT,2018,39076,Automatic,24891,145,34.5,2.5,Petrol
 A3,2016,13862,Manual,14931,20,70.6,1.6,Diesel
 A1,2016,13432,Manual,23448,30,58.9,1.4,Petrol
 Q3,2019,27162,Semi-Auto,5263,150,48.7,2,Diesel
 A1,2014,8999,Manual,40000,125,53.3,1.4,Petrol
 A1,2016,14671,Semi-Auto,29782,30,58.9,1.4,Petrol
 Q5,2017,28062,Semi-Auto,21876,150,55.4,2,Diesel
 Q3,2017,19998,Semi-Auto,30194,145,55.4,2,Diesel
 A3,2017,22495,Manual,16000,200,40.4,2,Petrol
 Q3,2013,12495,Semi-Auto,52134,200,47.9,2,Diesel
 Q3,2017,17500,Manual,35964,145,49.6,1.4,Petrol
 A3,2019,19196,Automatic,2550,145,54.3,1.6,Diesel
 A4,2019,28620,Semi-Auto,15803,145,35.8,2,Petrol
 Q2,2019,20956,Manual,3184,145,42.8,1.5,Petrol
 Q3,2019,34256,Automatic,3662,145,37.2,1.5,Petrol
 Q3,2015,15990,Manual,38017,165,49.6,2,Diesel
 A3,2014,11941,Semi-Auto,55364,30,62.8,2,Diesel
 Q5,2016,18690,Semi-Auto,51756,205,47.1,2,Diesel
 A1,2018,16295,Manual,10340,150,55.4,1.4,Petrol
 A5,2013,10310,Manual,76026,30,60.1,2,Diesel
 A1,2015,10598,Manual,21438,125,52.3,1.4,Petrol
 A6,2016,20498,Semi-Auto,21155,125,58.9,2,Diesel
 Q7,2016,27057,Automatic,60569,200,47.9,3,Diesel
 RS3,2015,29250,Semi-Auto,35395,300,34.9,2.5,Petrol
 A3,2017,22490,Semi-Auto,40054,145,44.1,2,Petrol
 Q3,2013,14550,Semi-Auto,48627,260,36.7,2,Petrol
 A1,2014,10991,Semi-Auto,32709,145,47.9,1.4,Petrol
 A1,2016,10510,Semi-Auto,59302,30,57.6,1.4,Petrol
 A1,2016,14470,Manual,18365,30,56.5,1.4,Petrol
 TT,2019,26490,Semi-Auto,5003,150,38.7,2,Petrol
 A3,2017,18937,Manual,37556,145,40.4,2,Petrol
 TT,2017,16430,Manual,28411,30,62.8,2,Diesel
 Q2,2018,16990,Manual,20313,145,47.1,1,Petrol
 A4,2016,15270,Manual,24673,20,72.4,2,Diesel
 A1,2016,11120,Manual,23416,0,67.3,1,Petrol
 A1,2017,14391,Semi-Auto,34700,150,58.9,1.4,Petrol
 Q5,2018,29691,Semi-Auto,23657,145,40.4,2,Petrol
 A7,2016,21895,Semi-Auto,40484,145,53.3,3,Diesel
 A8,2015,19100,Automatic,34899,200,47.9,3,Diesel
 A1,2016,10990,Manual,17679,0,76.3,1.6,Diesel
 A1,2019,20726,Automatic,3221,145,47.1,1,Petrol
 Q3,2019,26876,Automatic,3628,145,48.7,2,Diesel
 A1,2017,13852,Manual,23838,30,56.5,1.4,Petrol
 A4,2017,18000,Semi-Auto,35712,145,53.3,2,Petrol
 A4,2018,17782,Manual,13166,145,52.3,1.4,Petrol
 Q5,2016,26796,Automatic,22049,235,42.8,3,Diesel
 Q3,2014,13549,Manual,38240,145,54.3,2,Diesel
 Q3,2016,13680,Manual,81386,145,52.3,2,Diesel
 Q5,2014,18420,Automatic,95001,260,41.5,3,Diesel
 A1,2017,13491,Semi-Auto,15712,20,64.2,1,Petrol
 A3,2018,16991,Semi-Auto,60892,145,56.5,1.5,Petrol
 A4,2016,13070,Manual,59691,30,67.3,2,Diesel
 A4,2013,9960,Manual,82591,30,61.4,2,Diesel
 A3,2017,11991,Manual,42753,20,62.8,1,Petrol
 A3,2016,16670,Semi-Auto,24563,30,61.4,2,Diesel
 A4,2017,23836,Automatic,34153,160,44.1,2,Petrol
 A7,2014,14086,Automatic,61140,200,47.9,3,Diesel
 A7,2015,21836,Automatic,17078,160,52.3,3,Diesel
 A8,2018,35866,Semi-Auto,5538,145,50.4,3,Diesel
 Q2,2019,22302,Semi-Auto,6033,150,46.3,1.6,Diesel
 Q5,2014,15490,Semi-Auto,69798,200,47.1,2,Diesel
 A3,2019,22383,Semi-Auto,3795,145,52.3,1.6,Diesel
 Q3,2019,26073,Manual,4389,145,40.9,1.5,Petrol
 Q5,2019,32243,Semi-Auto,3795,145,33.2,2,Petrol
 A1,2016,8695,Manual,30000,240,39.8,2,Petrol
 Q7,2019,46426,Automatic,6063,145,32.8,3,Diesel
 Q3,2017,25082,Semi-Auto,15336,145,51.4,2,Diesel
 RS3,2016,31072,Semi-Auto,16594,300,34.9,2.5,Petrol
 Q3,2019,28396,Automatic,5364,145,38.2,1.5,Petrol
 A4,2017,18182,Manual,18574,145,51.4,1.4,Petrol
 Q7,2016,31072,Semi-Auto,47538,200,47.9,3,Diesel
 A7,2019,31210,Semi-Auto,3130,145,48.7,2,Diesel
 A1,2017,13532,Manual,39836,145,72.4,1.6,Diesel
 Q2,2019,24440,Manual,3017,145,46.3,1.6,Diesel
 Q7,2014,25042,Semi-Auto,43700,300,38.2,3,Diesel
 Q5,2015,20176,Automatic,23530,200,47.1,2,Diesel
 A3,2017,19082,Manual,6931,145,65.7,2,Diesel
 A6,2016,20992,Semi-Auto,33931,145,55.4,3,Diesel
 A1,2019,20766,Automatic,2801,145,47.1,1,Petrol
 A7,2017,22895,Semi-Auto,49281,150,54.3,3,Diesel
 A1,2014,10595,Semi-Auto,66883,30,57.6,1.4,Petrol
 Q5,2015,17595,Manual,42940,200,47.9,2,Diesel
 Q7,2017,51595,Semi-Auto,12751,145,39.2,4,Diesel
 A4,2019,24798,Manual,6223,145,38.7,2,Petrol
 Q2,2019,23998,Semi-Auto,22,145,47.9,2,Diesel
 A5,2014,9980,Manual,76101,30,64.2,2,Diesel
 Q3,2016,16637,Semi-Auto,48175,145,47.9,1.4,Petrol
 A3,2015,14981,Semi-Auto,28294,0,188.3,1.4,Hybrid
 Q5,2020,37981,Semi-Auto,4002,145,38.2,2,Diesel
 A3,2020,20481,Manual,3662,145,52.3,1.6,Diesel
 A3,2016,16582,Manual,24717,20,68.9,1.6,Diesel
 Q3,2016,17584,Manual,21002,160,49.6,2,Diesel
 A1,2016,11602,Manual,24154,30,57.6,1.4,Petrol
 A3,2016,10500,Manual,74924,30,67.3,2,Diesel
 A4,2017,16499,Semi-Auto,14700,30,55.4,2,Petrol
 A1,2015,9000,Manual,54566,0,80.7,1.6,Diesel
 Q2,2019,22976,Automatic,3951,145,42.8,1.5,Petrol
 Q3,2017,16362,Manual,26479,125,50.4,1.4,Petrol
 Q3,2018,18981,Manual,18280,145,51.4,1.4,Petrol
 Q3,2019,27236,Semi-Auto,2401,145,48.7,2,Diesel
 Q7,2019,47916,Automatic,8990,145,32.8,3,Diesel
 A3,2016,17481,Semi-Auto,30522,30,56.5,1.4,Petrol
 A3,2019,21374,Manual,7188,145,51.4,1.6,Diesel
 Q2,2019,21726,Manual,1490,145,49.6,1.6,Diesel
 Q2,2019,27870,Semi-Auto,5872,145,33.2,2,Petrol
 A6,2019,45912,Automatic,5260,145,36.2,3,Diesel
 Q5,2019,33630,Automatic,11113,145,32.1,2,Petrol
 Q7,2019,43244,Automatic,10210,145,33.2,3,Diesel
 Q3,2019,26925,Semi-Auto,6328,145,48.7,2,Diesel
 Q2,2019,21226,Manual,10472,145,44.1,1,Petrol
 A3,2018,20442,Manual,10980,145,54.3,1.5,Petrol
 Q3,2017,18000,Manual,21849,145,49.6,1.4,Petrol
 Q3,2017,18500,Manual,16949,145,49.6,1.4,Petrol
 A1,2016,10691,Manual,21809,0,67.3,1,Petrol
 A3,2015,12995,Manual,20411,0,74.3,1.6,Diesel
